,company,title,salary,location,submit date,start date,year,salary_normalized,level,category,relevance,cpi_pct
148,ATIEVA USA INC,"ENGINEER, DRIVE UNIT TEST AND VALIDATION",122250.0,"NEWARK, CA",10/06/2020,11/02/2020,2020,144110.0,Junior,Test/QA,Relevant,1.178816311800794
149,ATIEVA USA INC,"ENGINEER, EMBEDDED SOFTWARE - ADAS AUTONOMOUS DRIVING",120000.0,"NEWARK, CA",04/13/2020,10/01/2020,2020,141458.0,Junior,Software,Relevant,1.178816311800794
150,ATIEVA USA INC,"ENGINEER, INTERIOR COMPONENTS AND SYSTEMS",90000.0,"NEWARK, CA",04/06/2020,10/01/2020,2020,106093.0,Junior,Vehicle,Relevant,1.178816311800794
151,ATIEVA USA INC,"ENGINEER, INTERIOR COMPONENTS AND SYSTEMS",98779.0,"NEWARK, CA",05/22/2020,10/01/2020,2020,116442.0,Junior,Vehicle,Relevant,1.178816311800794
152,ATIEVA USA INC,"ENGINEER, INTERIOR COMPONENTS AND SYSTEMS",125000.0,"NEWARK, CA",10/07/2020,11/02/2020,2020,147352.0,Junior,Vehicle,Relevant,1.178816311800794
153,ATIEVA USA INC,"ENGINEER, MOTOR CONTROLS",125000.0,"NEWARK, CA",03/26/2019,09/25/2019,2019,149359.0,Junior,Vehicle,Relevant,1.1948718547401682
154,ATIEVA USA INC,"ENGINEER, MOTOR CONTROLS",125000.0,"NEWARK, CA",08/18/2020,10/01/2020,2020,147352.0,Junior,Vehicle,Relevant,1.178816311800794
155,ATIEVA USA INC,"ENGINEER, MULTIPHYSICS ANALYSIS",87526.0,"MENLO PARK, CA",03/03/2016,09/02/2016,2016,111315.0,Junior,General,Relevant,1.2717908148049968
156,ATIEVA USA INC,"ENGINEER, PERCEPTIONS ALGORITHM â AUTONOMOUS DRIVING",155000.0,"NEWARK, CA",10/02/2020,11/02/2020,2020,182717.0,Junior,Software,Relevant,1.178816311800794
157,ATIEVA USA INC,"ENGINEER, POWER ELECTRONICS HARDWARE",120000.0,"NEWARK, CA",05/29/2019,06/06/2019,2019,143385.0,Junior,Electrical,Relevant,1.1948718547401682
158,ATIEVA USA INC,"ENGINEER, POWERTRAIN DEVELOPMENT",110000.0,"NEWARK, CA",04/27/2020,10/01/2020,2020,129670.0,Junior,Vehicle,Relevant,1.178816311800794
159,ATIEVA USA INC,"ENGINEER, SEATING SYSTEMS",115000.0,"NEWARK, CA",07/08/2019,07/29/2019,2019,137410.0,Junior,Electrical,Relevant,1.1948718547401682
160,ATIEVA USA INC,"ENGINEER, SOFTWARE",180000.0,"NEWARK, CA",08/10/2020,08/17/2020,2020,212187.0,Junior,Software,Relevant,1.178816311800794
161,ATIEVA USA INC,"ENGINEER, SOFTWARE",185000.0,"NEWARK, CA",09/15/2020,09/28/2020,2020,218081.0,Junior,Software,Relevant,1.178816311800794
162,ATIEVA USA INC,ENGINEER-POWER ELECTRONICS,99154.0,"MENLO PARK, CA",08/18/2016,08/29/2016,2016,126103.0,Junior,Electrical,Relevant,1.2717908148049968
163,ATIEVA USA INC,ENGINEERING MANAGER,147098.0,"NEWARK, CA",12/19/2017,12/20/2017,2017,183214.0,Manager,General,Relevant,1.2455217341922085
164,ATIEVA USA INC,ENGINEERING TOOLS METHODS SPECIALIST,155000.0,"NEWARK, CA",04/08/2019,04/29/2019,2019,185205.0,Junior,General,Relevant,1.1948718547401682
165,ATIEVA USA INC,"ENTERPRISE SYSTEMS TECHNICAL SPECIALIST, ERP COE",170000.0,"NEWARK, CA",09/10/2020,11/02/2020,2020,200399.0,Junior,Electrical,Relevant,1.178816311800794
166,ATIEVA USA INC,"ENTERPRISE SYSTEMS, ERP",170000.0,"NEWARK, CA",08/25/2020,09/07/2020,2020,200399.0,Junior,Electrical,Relevant,1.178816311800794
167,ATIEVA USA INC,FASTENER ENGINEER,117770.0,"NEWARK, CA",06/24/2020,06/25/2020,2020,138829.0,Junior,General,Relevant,1.178816311800794
168,ATIEVA USA INC,FINANCE ANALYST - PROGRAM AND PRODUCT COST,117000.0,"NEWARK, CA",03/13/2020,03/30/2020,2020,137922.0,Junior,Business,Relevant,1.178816311800794
169,ATIEVA USA INC,FINANCIAL ANALYST,119101.0,"NEWARK, CA",07/10/2020,07/27/2020,2020,140398.0,Junior,Business,Relevant,1.178816311800794
170,ATIEVA USA INC,FINANCIAL ANALYST,119101.0,"SAN MATEO, CA",07/10/2020,07/27/2020,2020,140398.0,Junior,Business,Relevant,1.178816311800794
171,ATIEVA USA INC,FINANCIAL ANALYST - PROGRAM AND PRODUCT COST,87714.0,"NEWARK, CA",06/19/2019,08/19/2019,2019,104807.0,Junior,Business,Relevant,1.1948718547401682
172,ATIEVA USA INC,FIRMWARE ENGINEER,98987.0,"MENLO PARK, CA",03/10/2017,09/02/2017,2017,123290.0,Junior,Electrical,Relevant,1.2455217341922085
173,ATIEVA USA INC,FIRMWARE ENGINEER,109325.0,"NEWARK, CA",01/23/2018,01/23/2018,2018,133614.0,Junior,Electrical,Relevant,1.2221762268491798
174,ATIEVA USA INC,FIRMWARE ENGINEER,109325.0,"NEWARK, CA",03/05/2018,09/02/2018,2018,133614.0,Junior,Electrical,Relevant,1.2221762268491798
175,ATIEVA USA INC,FUNCTIONAL SAFETY ENGINEER,130000.0,"NEWARK, CA",06/25/2020,07/06/2020,2020,153246.0,Junior,Safety/Thermal,Relevant,1.178816311800794
176,ATIEVA USA INC,FUNCTIONAL SAFETY ENGINEER,130000.0,"NEWARK, CA",07/31/2019,08/05/2019,2019,155333.0,Junior,Safety/Thermal,Relevant,1.1948718547401682
177,ATIEVA USA INC,FUNCTIONAL SAFETY ENGINEER,135000.0,"NEWARK, CA",04/04/2019,04/15/2019,2019,161308.0,Junior,Safety/Thermal,Relevant,1.1948718547401682
178,ATIEVA USA INC,FUNCTIONAL SAFETY ENGINEER,155000.0,"NEWARK, CA",03/19/2019,09/18/2019,2019,185205.0,Junior,Safety/Thermal,Relevant,1.1948718547401682
179,ATIEVA USA INC,GLOBAL SUPPLY MANAGER,110000.0,"NEWARK, CA",04/07/2020,10/01/2020,2020,129670.0,Junior,Business,Relevant,1.178816311800794
180,ATIEVA USA INC,GLOBAL SUPPLY MANAGER,110000.0,"NEWARK, CA",05/04/2020,10/01/2020,2020,129670.0,Junior,Business,Relevant,1.178816311800794
181,ATIEVA USA INC,GLOBAL SUPPLY MANAGER,115000.0,"NEWARK, CA",04/17/2020,10/01/2020,2020,135564.0,Junior,Business,Relevant,1.178816311800794
182,ATIEVA USA INC,"GLOBAL SUPPLY MANAGER, CAPITAL EQUIPMENT",130000.0,"NEWARK, CA",03/29/2019,04/08/2019,2019,155333.0,Junior,Business,Relevant,1.1948718547401682
183,ATIEVA USA INC,"GLOBAL SUPPLY MANAGER, EXTERIOR INTERIOR",115000.0,"NEWARK, CA",10/15/2019,11/04/2019,2019,137410.0,Junior,Business,Relevant,1.1948718547401682
184,ATIEVA USA INC,HARNESS SCHEMATICS ENGINEER,130000.0,"NEWARK, CA",05/24/2019,06/03/2019,2019,155333.0,Junior,Vehicle,Relevant,1.1948718547401682
185,ATIEVA USA INC,HIGH VOLTAGE MECHANICAL ENGINEER,89710.0,"NEWARK, CA",12/15/2017,12/20/2017,2017,111736.0,Junior,Mechanical,Relevant,1.2455217341922085
186,ATIEVA USA INC,HIGH VOLTAGE MECHANICAL ENGINEER,90542.0,"MENLO PARK, CA",08/17/2017,08/28/2017,2017,112772.0,Junior,Mechanical,Relevant,1.2455217341922085
187,ATIEVA USA INC,HIGH VOLTAGE MECHANICAL ENGINEER,90542.0,"MENLO PARK, CA",08/22/2017,08/28/2017,2017,112772.0,Junior,Mechanical,Relevant,1.2455217341922085
188,ATIEVA USA INC,INCOMING QUALITY ENGINEER,110000.0,"CASA GRANDE, AZ",05/29/2020,06/15/2020,2020,129670.0,Junior,Test/QA,Relevant,1.178816311800794
189,ATIEVA USA INC,"INDUSTRIAL ENG., BATTERY CELL TECH. SPEC., BATTERY CELL ENG",150000.0,"NEWARK, CA",08/06/2020,08/17/2020,2020,176822.0,Junior,Battery General,Battery,1.178816311800794
190,ATIEVA USA INC,INDUSTRIAL ENGINEER,105000.0,"CASA GRANDE, AZ",05/05/2020,05/11/2020,2020,123776.0,Junior,Manufacturing,Relevant,1.178816311800794
191,ATIEVA USA INC,INTEGRATION CRASH SENSING ENGINEER,145230.0,"NEWARK, CA",08/30/2019,02/15/2020,2020,171199.0,Junior,Vehicle,Relevant,1.178816311800794
192,ATIEVA USA INC,INTEGRATION ENGINEER AUTOMOTIVE,185000.0,"NEWARK, CA",07/24/2020,08/03/2020,2020,218081.0,Junior,Vehicle,Relevant,1.178816311800794
193,ATIEVA USA INC,"LEAD ENGINEER, SEATING SYSTEMS",170000.0,"NEWARK, CA",10/01/2020,10/19/2020,2020,200399.0,Staff,Electrical,Relevant,1.178816311800794
194,ATIEVA USA INC,LEAD SOFTWARE ENGINEER,175000.0,"NEWARK, CA",04/03/2020,06/26/2020,2020,206293.0,Staff,Software,Relevant,1.178816311800794
195,ATIEVA USA INC,LEAD SOFTWARE ENGINEER,175000.0,"NEWARK, CA",04/10/2020,06/26/2020,2020,206293.0,Staff,Software,Relevant,1.178816311800794
196,ATIEVA USA INC,"LEAD, MPB SOFTWARE",170000.0,"NEWARK, CA",05/27/2020,05/27/2020,2020,200399.0,Staff,Software,Relevant,1.178816311800794
197,ATIEVA USA INC,LOGISTICS ANALYST,125000.0,"NEWARK, CA",02/28/2020,04/13/2020,2020,147352.0,Junior,,Relevant,1.178816311800794
198,ATIEVA USA INC,LOGISTICS PROGRAM MANAGER,115000.0,"NEWARK, CA",04/27/2020,10/01/2020,2020,135564.0,Junior,PM,Relevant,1.178816311800794
199,ATIEVA USA INC,MANAGER OF CORPORATE DEVELOPMENT,140000.0,"MENLO PARK, CA",03/25/2016,09/22/2016,2016,178051.0,Manager,Manufacturing,Relevant,1.2717908148049968
200,ATIEVA USA INC,"MANAGER, BATTERY SOFTWARE",170000.0,"NEWARK, CA",05/28/2020,09/02/2020,2020,200399.0,Manager,Battery General,Battery,1.178816311800794
201,ATIEVA USA INC,"MANAGER, E E AND SOFTWARE CONFIGURATION",200000.0,"NEWARK, CA",12/30/2019,01/13/2020,2020,235763.0,Manager,Software,Relevant,1.178816311800794
202,ATIEVA USA INC,"MANAGER, SUPPLIER QUALITY ENGINEER",140000.0,"TEMPE, AZ",06/05/2020,06/29/2020,2020,165034.0,Manager,Test/QA,Relevant,1.178816311800794
203,ATIEVA USA INC,MANUFACTURING ENGINEER,120000.0,"NEWARK, CA",04/01/2019,04/09/2019,2019,143385.0,Junior,Manufacturing,Relevant,1.1948718547401682
204,ATIEVA USA INC,"MANUFACTURING ENGINEER, BODY IN WHITE",120000.0,"NEWARK, CA",10/15/2019,10/28/2019,2019,143385.0,Junior,Vehicle,Relevant,1.1948718547401682
205,ATIEVA USA INC,"MANUFACTURING ENGINEER, GENERAL ASSEMBLY",105000.0,"NEWARK, CA",10/15/2019,11/04/2019,2019,125462.0,Junior,Vehicle,Relevant,1.1948718547401682
206,ATIEVA USA INC,"MANUFACTURING ENGINEER, GENERAL ASSEMBLY",105000.0,"CASA GRANDE, AZ",07/21/2020,08/15/2020,2020,123776.0,Junior,Vehicle,Relevant,1.178816311800794
207,ATIEVA USA INC,"MANUFACTURING ENGINEER, GENERAL ASSEMBLY",105000.0,"CASA GRANDE, AZ",07/29/2020,08/15/2020,2020,123776.0,Junior,Vehicle,Relevant,1.178816311800794
208,ATIEVA USA INC,"MANUFACTURING ENGINEER, GENERAL ASSEMBLY",120000.0,"NEWARK, CA",05/08/2019,05/16/2019,2019,143385.0,Junior,Vehicle,Relevant,1.1948718547401682
209,ATIEVA USA INC,MANUFACTURING EQUIPMENT ENGINEER - BATTERY,125000.0,"NEWARK, CA",05/10/2019,05/20/2019,2019,149359.0,Junior,Battery General,Battery,1.1948718547401682
210,ATIEVA USA INC,MAPPING AND LOCALIZATION ENGINEER,130894.0,"NEWARK, CA",08/25/2020,09/14/2020,2020,154300.0,Junior,General,Relevant,1.178816311800794
211,ATIEVA USA INC,MARKETING MANAGER,113006.0,"MENLO PARK, CA",03/22/2017,09/02/2017,2017,140751.0,Manager,Business,Relevant,1.2455217341922085
212,ATIEVA USA INC,MATERIAL FLOW DESIGN ENGINEER,90000.0,"CASA GRANDE, AZ",02/24/2020,05/01/2020,2020,106093.0,Junior,General,Relevant,1.178816311800794
213,ATIEVA USA INC,MATERIAL FLOW DESIGN ENGINEER,100000.0,"NEWARK, CA",04/03/2020,06/08/2020,2020,117882.0,Junior,General,Relevant,1.178816311800794
214,ATIEVA USA INC,MATERIAL FLOW DESIGN ENGINEER,100000.0,"CASA GRANDE, AZ",05/28/2020,06/08/2020,2020,117882.0,Junior,General,Relevant,1.178816311800794
215,ATIEVA USA INC,MATERIAL FLOW DESIGN ENGINEER,105300.0,"NEWARK, CA",02/24/2020,03/09/2020,2020,124129.0,Junior,General,Relevant,1.178816311800794
216,ATIEVA USA INC,MATERIAL FLOW DESIGN ENGINEER,105300.0,"NEWARK, CA",05/05/2020,05/11/2020,2020,124129.0,Junior,General,Relevant,1.178816311800794
217,ATIEVA USA INC,MATERIAL FLOW INDUSTRIAL ENGINEER,100000.0,"NEWARK, CA",04/21/2020,10/01/2020,2020,117882.0,Junior,Manufacturing,Relevant,1.178816311800794
218,ATIEVA USA INC,MATERIAL FLOW INDUSTRIAL ENGINEER,100000.0,"CASA GRANDE, AZ",06/03/2020,06/29/2020,2020,117882.0,Junior,Manufacturing,Relevant,1.178816311800794
219,ATIEVA USA INC,MATERIAL FLOW INDUSTRIAL ENGINEER,100000.0,"MACUNGIE, PA",06/18/2020,06/29/2020,2020,117882.0,Junior,Manufacturing,Relevant,1.178816311800794
220,ATIEVA USA INC,MATERIAL FLOW INDUSTRIAL ENGINEER,100000.0,"CASA GRANDE, AZ",07/27/2020,08/17/2020,2020,117882.0,Junior,Manufacturing,Relevant,1.178816311800794
221,ATIEVA USA INC,MATERIAL FLOW INDUSTRIAL ENGINEER,100000.0,"CASA GRANDE, AZ",07/28/2020,08/17/2020,2020,117882.0,Junior,Manufacturing,Relevant,1.178816311800794
222,ATIEVA USA INC,MATERIAL FLOW INDUSTRIAL ENGINEER,105000.0,"CASA GRANDE, AZ",06/01/2020,06/08/2020,2020,123776.0,Junior,Manufacturing,Relevant,1.178816311800794
223,ATIEVA USA INC,MATERIAL FLOW INDUSTRIAL ENGINEER,105000.0,"NEWARK, CA",06/01/2020,06/08/2020,2020,123776.0,Junior,Manufacturing,Relevant,1.178816311800794
224,ATIEVA USA INC,MATERIALS PRODUCT MANAGER,137093.0,"NEWARK, CA",04/07/2020,04/20/2020,2020,161607.0,Junior,Battery General,Relevant,1.178816311800794
225,ATIEVA USA INC,MECHANICAL ENGINEER,66498.0,"MENLO PARK, CA",03/03/2015,09/02/2015,2015,86326.0,Junior,Mechanical,Relevant,1.2981756685339816
226,ATIEVA USA INC,MECHANICAL ENGINEER,66498.0,"MENLO PARK, CA",03/03/2015,09/02/2015,2015,86326.0,Junior,Mechanical,Relevant,1.2981756685339816
227,ATIEVA USA INC,MECHANICAL ENGINEER,87526.0,"MENLO PARK, CA",03/03/2016,09/02/2016,2016,111315.0,Junior,Mechanical,Relevant,1.2717908148049968
228,ATIEVA USA INC,MECHANICAL ENGINEER,89710.0,"NEWARK, CA",12/15/2017,12/20/2017,2017,111736.0,Junior,Mechanical,Relevant,1.2455217341922085
229,ATIEVA USA INC,MECHANICAL ENGINEER,105000.0,"NEWARK, CA",08/18/2020,10/01/2020,2020,123776.0,Junior,Mechanical,Relevant,1.178816311800794
230,ATIEVA USA INC,MECHANICAL ENGINEER,105269.0,"NEWARK, CA",12/15/2017,12/20/2017,2017,131115.0,Junior,Mechanical,Relevant,1.2455217341922085
231,ATIEVA USA INC,MECHANICAL ENGINEER - ADAS PACKAGING,150000.0,"NEWARK, CA",02/25/2020,03/09/2020,2020,176822.0,Junior,Mechanical,Relevant,1.178816311800794
232,ATIEVA USA INC,MECHANICAL ENGINEER - CHASSIS,100000.0,"NEWARK, CA",02/26/2019,08/28/2019,2019,119487.0,Junior,Vehicle,Relevant,1.1948718547401682
233,ATIEVA USA INC,MECHANICAL ENGINEER - CRASH MANAGEMENT SYSTEM,125000.0,"NEWARK, CA",08/18/2020,09/07/2020,2020,147352.0,Junior,Vehicle,Relevant,1.178816311800794
234,ATIEVA USA INC,MECHANICAL ENGINEER ADAS AD PARKING ASSIST,140000.0,"NEWARK, CA",09/05/2019,09/23/2019,2019,167282.0,Junior,Mechanical,Relevant,1.1948718547401682
235,ATIEVA USA INC,MECHANICAL ENGINEER ENGINE CONFIGURATION MANAGEMENT,160000.0,"NEWARK, CA",10/15/2020,11/09/2020,2020,188611.0,Junior,Mechanical,Relevant,1.178816311800794
236,ATIEVA USA INC,"MECHANICAL ENGINEER, BATTERY SYSTEMS",87610.0,"MENLO PARK, CA",03/03/2017,09/02/2017,2017,109120.0,Junior,Battery General,Battery,1.2455217341922085
237,ATIEVA USA INC,"MECHANICAL ENGINEER, CHASSIS",110000.0,"NEWARK, CA",02/28/2019,03/11/2019,2019,131436.0,Junior,Vehicle,Relevant,1.1948718547401682
238,ATIEVA USA INC,"MECHANICAL ENGINEER, HARDWARE DESIGN AND PACKAGING",105000.0,"NEWARK, CA",02/20/2019,02/28/2019,2019,125462.0,Junior,Mechanical,Relevant,1.1948718547401682
239,ATIEVA USA INC,"MECHANICAL ENGINEER, HARDWARE DESIGN AND PACKAGING",115000.0,"NEWARK, CA",02/26/2019,08/28/2019,2019,137410.0,Junior,Mechanical,Relevant,1.1948718547401682
240,ATIEVA USA INC,"MECHANICAL ENGINEER, HARDWARE DESIGN AND PACKAGING",125000.0,"NEWARK, CA",07/16/2020,07/27/2020,2020,147352.0,Junior,Mechanical,Relevant,1.178816311800794
241,ATIEVA USA INC,MEMBER OF TECHNICAL STAFF,66498.0,"MENLO PARK, CA",03/03/2015,09/02/2015,2015,86326.0,Junior,General,Relevant,1.2981756685339816
242,ATIEVA USA INC,MEMBER OF TECHNICAL STAFF,84926.0,"MENLO PARK, CA",04/19/2016,05/04/2016,2016,108008.0,Junior,General,Relevant,1.2717908148049968
243,ATIEVA USA INC,MEMBER OF TECHNICAL STAFF,87526.0,"MENLO PARK, CA",04/20/2016,05/04/2016,2016,111315.0,Junior,General,Relevant,1.2717908148049968
244,ATIEVA USA INC,MEMBER OF TECHNICAL STAFF,102357.0,"MENLO PARK, CA",10/13/2015,03/25/2016,2016,130177.0,Junior,General,Relevant,1.2717908148049968
245,ATIEVA USA INC,MEMBER OF TECHNICAL STAFF,114587.0,"MENLO PARK, CA",04/18/2016,05/04/2016,2016,145731.0,Junior,General,Relevant,1.2717908148049968
246,ATIEVA USA INC,MOTION DESIGNER,105000.0,"NEWARK, CA",03/09/2020,04/06/2020,2020,123776.0,Junior,,Relevant,1.178816311800794
247,ATIEVA USA INC,"MOTION PLANNING AND CONTROLS ENGINEER, AUTONOMOUS DRIVING",175000.0,"NEWARK, CA",01/10/2020,02/03/2020,2020,206293.0,Junior,Electrical,Relevant,1.178816311800794
248,ATIEVA USA INC,NAVIGATION TECHNOLOGY ENGINEER,95347.0,"NEWARK, CA",03/09/2020,03/30/2020,2020,112397.0,Junior,General,Relevant,1.178816311800794
249,ATIEVA USA INC,NPI PRODUCT MANAGER,145000.0,"NEWARK, CA",07/06/2020,07/06/2020,2020,170928.0,Junior,PM,Relevant,1.178816311800794
250,ATIEVA USA INC,NPI PROJECT ENGINEER,110000.0,"NEWARK, CA",08/20/2020,08/27/2020,2020,129670.0,Junior,General,Relevant,1.178816311800794
251,ATIEVA USA INC,NVH CAE ENGINEER,110000.0,"NEWARK, CA",05/01/2020,10/01/2020,2020,129670.0,Junior,Vehicle,Relevant,1.178816311800794
252,ATIEVA USA INC,PACKAGING DESIGN ENGINEER,110000.0,"NEWARK, CA",06/01/2020,06/15/2020,2020,129670.0,Junior,General,Relevant,1.178816311800794
253,ATIEVA USA INC,PACKAGING DESIGN ENGINEER,110000.0,"PARKER, CO",06/18/2020,06/29/2020,2020,129670.0,Junior,General,Relevant,1.178816311800794
254,ATIEVA USA INC,PKI ENGINEER,170000.0,"NEWARK, CA",04/13/2020,10/01/2020,2020,200399.0,Junior,General,Relevant,1.178816311800794
255,ATIEVA USA INC,"PLM APPLICATIONS DEVELOPER, ENGINEERING TOOLS",145000.0,"NEWARK, CA",10/23/2019,11/11/2019,2019,173256.0,Junior,Test/QA,Relevant,1.1948718547401682
256,ATIEVA USA INC,POWERTRAIN QUALITY ENGINEER,110000.0,"CASA GRANDE, AZ",09/10/2020,10/12/2020,2020,129670.0,Junior,Vehicle,Relevant,1.178816311800794
257,ATIEVA USA INC,POWERTRAIN QUALITY ENGINEER,125000.0,"NEWARK, CA",07/02/2020,07/06/2020,2020,147352.0,Junior,Vehicle,Relevant,1.178816311800794
258,ATIEVA USA INC,PROCESS ENGINEER,120000.0,"NEWARK, CA",06/12/2019,07/17/2019,2019,143385.0,Junior,Manufacturing,Relevant,1.1948718547401682
259,ATIEVA USA INC,PROCESS ENGINEER,124000.0,"CASA GRANDE, AZ",05/21/2020,08/01/2020,2020,146173.0,Junior,Manufacturing,Relevant,1.178816311800794
260,ATIEVA USA INC,PROCESS ENGINEER,140000.0,"NEWARK, CA",04/17/2020,10/01/2020,2020,165034.0,Junior,Manufacturing,Relevant,1.178816311800794
261,ATIEVA USA INC,PROCESS ENGINEER INDUSTRIAL ENGINEER,110000.0,"NEWARK, CA",07/16/2020,08/03/2020,2020,129670.0,Junior,Manufacturing,Relevant,1.178816311800794
262,ATIEVA USA INC,"PRODUCT MANAGER, INFOTAINMENT",150000.0,"NEWARK, CA",01/28/2020,02/24/2020,2020,176822.0,Junior,PM,Relevant,1.178816311800794
263,ATIEVA USA INC,PRODUCT MARKETING MANAGER,110074.0,"MENLO PARK, CA",03/03/2016,09/02/2016,2016,139991.0,Manager,Business,Relevant,1.2717908148049968
264,ATIEVA USA INC,PRODUCT MARKETING MANAGER,113006.0,"MENLO PARK, CA",09/26/2016,10/03/2016,2016,143720.0,Manager,Business,Relevant,1.2717908148049968
265,ATIEVA USA INC,PRODUCTION CONTROL ENGINEER,95056.0,"NEWARK, CA",04/14/2020,10/01/2020,2020,112054.0,Junior,Electrical,Relevant,1.178816311800794
266,ATIEVA USA INC,PRODUCTION OPERATIONS MANAGER,85000.0,"NEWARK, CA",08/14/2019,08/19/2019,2019,101564.0,Manager,General,Relevant,1.1948718547401682
267,ATIEVA USA INC,PRODUCTION OPERATIONS SUPERVISOR,85000.0,"CASA GRANDE, AZ",08/12/2020,08/17/2020,2020,100199.0,Junior,,Relevant,1.178816311800794
268,ATIEVA USA INC,"PROGRAM MANAGER, STAKEHOLDER MANAGEMENT",115086.0,"NEWARK, CA",02/28/2020,03/16/2020,2020,135665.0,Junior,PM,Relevant,1.178816311800794
269,ATIEVA USA INC,"PROGRAM MANAGER, STAKEHOLDER MANAGEMENT",115086.0,"NEWARK, CA",03/06/2020,04/20/2020,2020,135665.0,Junior,PM,Relevant,1.178816311800794
270,ATIEVA USA INC,"PROGRAM MANAGER, STAKEHOLDER MANAGEMENT",115086.0,"NEWARK, CA",07/01/2020,08/03/2020,2020,135665.0,Junior,PM,Relevant,1.178816311800794
271,ATIEVA USA INC,PROJECT MANAGER - NEW PRODUCT INTRODUCTION,140000.0,"NEWARK, CA",03/13/2020,03/30/2020,2020,165034.0,Junior,PM,Relevant,1.178816311800794
272,ATIEVA USA INC,"QA ENGINEER, INFOTAINMENT",97011.0,"NEWARK, CA",09/28/2020,10/26/2020,2020,114358.0,Junior,Vehicle,Relevant,1.178816311800794
273,ATIEVA USA INC,"QA ENGINEER, INFOTAINMENT",120000.0,"NEWARK, CA",02/03/2020,03/23/2020,2020,141458.0,Junior,Vehicle,Relevant,1.178816311800794
274,ATIEVA USA INC,"QA ENGINEER, INFOTAINMENT",160000.0,"NEWARK, CA",10/05/2020,10/19/2020,2020,188611.0,Junior,Vehicle,Relevant,1.178816311800794
275,ATIEVA USA INC,QNX EMBEDDED SOFTWARE ENGINEER,180000.0,"NEWARK, CA",04/23/2020,05/11/2020,2020,212187.0,Junior,Software,Relevant,1.178816311800794
276,ATIEVA USA INC,QUALITY ENGINEER,110000.0,"CASA GRANDE, AZ",06/19/2020,06/29/2020,2020,129670.0,Junior,Test/QA,Relevant,1.178816311800794
277,ATIEVA USA INC,SALESFORCE DEVELOPER,138000.0,"NEWARK, CA",07/01/2020,07/02/2020,2020,162677.0,Junior,Business,Relevant,1.178816311800794
278,ATIEVA USA INC,SENIOR ACCOUNTANT,71718.0,"NEWARK, CA",12/15/2017,12/26/2017,2017,89326.0,Senior,Irrelevant,Irrelevant,1.2455217341922085
279,ATIEVA USA INC,SENIOR AEROACOUSTICS ENGINEER,130000.0,"NEWARK, CA",12/27/2018,01/02/2019,2019,155333.0,Senior,Mechanical,Relevant,1.1948718547401682
280,ATIEVA USA INC,SENIOR ANDROID FRAMEWORK ENGINEER,165000.0,"NEWARK, CA",09/23/2020,10/19/2020,2020,194505.0,Senior,Software,Relevant,1.178816311800794
281,ATIEVA USA INC,SENIOR ANDROID SOFTWARE ENGINEER,137259.0,"NEWARK, CA",08/16/2019,09/03/2019,2019,164007.0,Senior,Software,Relevant,1.1948718547401682
282,ATIEVA USA INC,SENIOR ANDROID SOFTWARE ENGINEER,145000.0,"NEWARK, CA",04/26/2019,05/06/2019,2019,173256.0,Senior,Software,Relevant,1.1948718547401682
283,ATIEVA USA INC,SENIOR ANDROID SOFTWARE ENGINEER,160000.0,"NEWARK, CA",10/25/2019,11/04/2019,2019,191179.0,Senior,Software,Relevant,1.1948718547401682
284,ATIEVA USA INC,SENIOR AUTOMOTIVE SW TEST AND VALIDATION ENGINEER,150000.0,"NEWARK, CA",11/26/2019,01/06/2020,2020,176822.0,Senior,Vehicle,Relevant,1.178816311800794
285,ATIEVA USA INC,SENIOR BATTERY ALGORITHMS ENGINEER,160000.0,"NEWARK, CA",04/01/2019,04/08/2019,2019,191179.0,Senior,Battery General,Battery,1.1948718547401682
286,ATIEVA USA INC,SENIOR BATTERY ALGORITHMS ENGINEER,160000.0,"NEWARK, CA",04/18/2019,04/29/2019,2019,191179.0,Senior,Battery General,Battery,1.1948718547401682
287,ATIEVA USA INC,SENIOR DATA ENGINEER,160000.0,"NEWARK, CA",03/11/2019,03/19/2019,2019,191179.0,Senior,Software,Relevant,1.1948718547401682
288,ATIEVA USA INC,"SENIOR DESIGN ENGINEER, EXTERIORS",135000.0,"NEWARK, CA",12/18/2018,12/27/2018,2018,164994.0,Senior,Vehicle,Relevant,1.2221762268491798
289,ATIEVA USA INC,"SENIOR DIAGNOSTIC ENGINEER, CONTROLS",120000.0,"NEWARK, CA",05/11/2020,06/15/2020,2020,141458.0,Senior,Electrical,Relevant,1.178816311800794
290,ATIEVA USA INC,SENIOR DIGITAL MODELER,160000.0,"NEWARK, CA",04/13/2020,10/01/2020,2020,188611.0,Senior,Software,Relevant,1.178816311800794
291,ATIEVA USA INC,SENIOR DIMENSIONAL ENGINEER,140000.0,"NEWARK, CA",05/21/2020,06/15/2020,2020,165034.0,Senior,Mechanical,Relevant,1.178816311800794
292,ATIEVA USA INC,"SENIOR EIGINEER, BODY STRUCTURES",105456.0,"MENLO PARK, CA",07/02/2015,07/10/2015,2015,136900.0,Senior,Vehicle,Relevant,1.2981756685339816
293,ATIEVA USA INC,"SENIOR EIGINEER, BODY STRUCTURES",105456.0,"MENLO PARK, CA",07/06/2015,07/10/2015,2015,136900.0,Senior,Vehicle,Relevant,1.2981756685339816
